disease_name,ratio_name,numerator_name,numerator_tissues,denominator_name,denominator_tissues
heel bone mineral density,hexadecanedioate (c16-dc) to myristate (14:0),hexadecanedioate (c16-dc),Feces,myristate (14:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Spleen | Urine | Epidermis
heel bone mineral density,hexadecanedioate (c16-dc) to nonadecanoate (19:0),hexadecanedioate (c16-dc),Feces,nonadecanoate (19:0),Feces | Placenta
heel bone mineral density,hexadecanedioate (c16-dc) to palmitate (16:0),hexadecanedioate (c16-dc),Feces,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
heel bone mineral density,hexadecanedioate (c16-dc) to palmitoleate (16:1n7),hexadecanedioate (c16-dc),Feces,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
heel bone mineral density,hexadecanedioate (c16-dc) to pentadecanoate (15:0),hexadecanedioate (c16-dc),Feces,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
heel bone mineral density,hexadecanedioate (c16-dc) to stearate (18:0),hexadecanedioate (c16-dc),Feces,stearate (18:0),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Neuron | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis | Intestine | Brain | Erythrocyte
heel bone mineral density,lignoceroyl sphingomyelin (d18:1/24:0) to 1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,lignoceroyl sphingomyelin (d18:1/24:0),Blood | Cerebrospinal Fluid (CSF) | Saliva | Urine | All Tissues,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain
heel bone mineral density,lignoceroyl sphingomyelin (d18:1/24:0) to 1-stearoyl-2-linoleoyl-gpc (18:0/18:2)*,lignoceroyl sphingomyelin (d18:1/24:0),Blood | Cerebrospinal Fluid (CSF) | Saliva | Urine | All Tissues,1-stearoyl-2-linoleoyl-gpc (18:0/18:2)*,Blood | Feces | Placenta | Saliva | Urine | All Tissues
heel bone mineral density,linoleate (18:2n6) to hexadecanedioate (c16-dc),linoleate (18:2n6),,hexadecanedioate (c16-dc),Feces
heel bone mineral density,linoleoyl ethanolamide to docosapentaenoate (n6 dpa; 22:5n6),linoleoyl ethanolamide,Blood | Feces | Urine,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
heel bone mineral density,linoleoyl ethanolamide to docosatrienoate (22:3n6)*,linoleoyl ethanolamide,Blood | Feces | Urine,docosatrienoate (22:3n6)*,Blood | Feces | Placenta
heel bone mineral density,linoleoyl ethanolamide to docosatrienoate (22:3n6)*,linoleoyl ethanolamide,Blood | Feces | Urine,docosatrienoate (22:3n3),Blood | Feces | Placenta
heel bone mineral density,linoleoyl ethanolamide to stearidonate (18:4n3),linoleoyl ethanolamide,Blood | Feces | Urine,stearidonate (18:4n3),Blood | Feces | Placenta
heel bone mineral density,n-acetyl-2-aminooctanoate* to linolenoylcarnitine (c18:3)*,n-acetyl-2-aminooctanoate*,Urine,linolenoylcarnitine (c18:3)*,Blood | Feces | Placenta | Urine
heel bone mineral density,n-acetyl-2-aminooctanoate* to linolenoylcarnitine (c18:3)*,n-acetyl-2-aminooctanoate*,Urine,linoleoylcarnitine (c18:2)*,Blood | Feces | Placenta | Urine
heel bone mineral density,n-oleoyltaurine to hexadecanedioate (c16-dc),n-oleoyltaurine,,hexadecanedioate (c16-dc),Feces
heel bone mineral density,n-oleoyltaurine to hexadecenedioate (c16:1-dc)*,n-oleoyltaurine,,hexadecenedioate (c16:1-dc)*,
heel bone mineral density,n-oleoyltaurine to octadecanedioate (c18-dc),n-oleoyltaurine,,octadecanedioate (c18-dc),Feces
heel bone mineral density,octadecanedioate (c18-dc) to 10-nonadecenoate (19:1n9),octadecanedioate (c18-dc),Feces,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
heel bone mineral density,octadecanedioate (c18-dc) to eicosenoate (20:1),octadecanedioate (c18-dc),Feces,eicosenoate (20:1),
heel bone mineral density,octadecanedioate (c18-dc) to nonadecanoate (19:0),octadecanedioate (c18-dc),Feces,nonadecanoate (19:0),Feces | Placenta
heel bone mineral density,oleate/vaccenate (18:1) to docosapentaenoate (n6 dpa; 22:5n6),oleate/vaccenate (18:1),,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
heel bone mineral density,oleate/vaccenate (18:1) to hexadecanedioate (c16-dc),oleate/vaccenate (18:1),,hexadecanedioate (c16-dc),Feces
heel bone mineral density,oleoyl ethanolamide to adrenate (22:4n6),oleoyl ethanolamide,Blood | Feces | Placenta | Urine,adrenate (22:4n6),Blood | Feces | Neuron | Placenta | Urine
heel bone mineral density,oleoyl ethanolamide to docosapentaenoate (n6 dpa; 22:5n6),oleoyl ethanolamide,Blood | Feces | Placenta | Urine,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
heel bone mineral density,oleoyl ethanolamide to docosapentaenoate n3 DPA; 22:5n3,oleoyl ethanolamide,Blood | Feces | Placenta | Urine,docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine
heel bone mineral density,oleoyl ethanolamide to docosatrienoate (22:3n6)*,oleoyl ethanolamide,Blood | Feces | Placenta | Urine,docosatrienoate (22:3n6)*,Blood | Feces | Placenta
heel bone mineral density,oleoyl ethanolamide to docosatrienoate (22:3n6)*,oleoyl ethanolamide,Blood | Feces | Placenta | Urine,docosatrienoate (22:3n3),Blood | Feces | Placenta
heel bone mineral density,phosphoethanolamine to 1-stearoyl-2-oleoyl-gps (18:0/18:1),phosphoethanolamine,Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Saliva | Urine,1-stearoyl-2-oleoyl-gps (18:0/18:1),Blood | Kidney | Liver | Placenta | All Tissues | Brain | Heart
heel bone mineral density,"sphingomyelin (d18:1/14:0, d16:1/16:0)* to myristoyl dihydrosphingomyelin (d18:0/14:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",Blood | Feces | Placenta,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Blood | Feces
hematocrit,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)* to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-(1-enyl-stearoyl)-2-linoleoyl-gpe (p-18:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6)* to 1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,1-linoleoyl-2-arachidonoyl-gpc (18:2/20:4n6)*,Blood | Feces | Placenta | Saliva | Urine | All Tissues,1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,Blood | Feces | Urine | All Tissues
hematocrit,1-linoleoyl-gpi (18:2)* to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-linoleoyl-gpi (18:2)*,Blood | Placenta | Urine,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,1-linoleoyl-gpi (18:2)* to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),1-linoleoyl-gpi (18:2)*,Blood | Placenta | Urine,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
hematocrit,1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)* to 1-palmitoyl-gpc (16:0),1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,Blood | Feces | Urine | All Tissues,1-palmitoyl-gpc (16:0),Blood | Feces | Placenta | Urine | All Tissues
hematocrit,1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)* to 1-stearoyl-gpe (18:0),1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,Blood | Feces | Urine | All Tissues,1-stearoyl-gpe (18:0),Feces | Placenta
hematocrit,1-palmitoyl-2-linoleoyl-gpi (16:0/18:2) to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-palmitoyl-2-linoleoyl-gpi (16:0/18:2),Blood | Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4) to 1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain,1-palmitoleoyl-2-linolenoyl-gpc (16:1/18:3)*,Blood | Feces | Urine | All Tissues
hematocrit,1-stearoyl-2-linoleoyl-gpe (18:0/18:2)* to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-stearoyl-2-linoleoyl-gpe (18:0/18:2)*,Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,1-stearoyl-2-oleoyl-gpe (18:0/18:1) to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,1-stearoyl-2-oleoyl-gpe (18:0/18:1),Feces | Placenta | All Tissues | Brain,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,adrenate (22:4n6) to nonadecanoate (19:0),adrenate (22:4n6),Blood | Feces | Neuron | Placenta | Urine,nonadecanoate (19:0),Feces | Placenta
hematocrit,arachidonate (20:4n6) to 3-hydroxybutyrate,arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,3-hydroxybutyrate (bhba),Blood | Cerebrospinal Fluid (CSF) | Feces | Saliva | Urine | Cellular Cytoplasm
hematocrit,arachidonate (20:4n6) to docosatrienoate (22:3n3),arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,docosatrienoate (22:3n6)*,Blood | Feces | Placenta
hematocrit,arachidonate (20:4n6) to docosatrienoate (22:3n3),arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,docosatrienoate (22:3n3),Blood | Feces | Placenta
hematocrit,arachidonate (20:4n6) to nonadecanoate (19:0),arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,nonadecanoate (19:0),Feces | Placenta
hematocrit,dihomo-linoleate (20:2n6) to eicosapentaenoate (epa; 20:5n3),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte
hematocrit,dihomo-linoleate (20:2n6) to stearidonate (18:4n3),dihomo-linoleate (20:2n6),Blood | Feces | Placenta,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,dihomo-linolenate (20:3n3 or n6) to stearidonate (18:4n3),dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,docosapentaenoate n3 DPA; 22:5n3 to (16 or 17)-methylstearate (a19:0 or i19:0),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,(16 or 17)-methylstearate (a19:0 or i19:0),Feces
hematocrit,docosapentaenoate n3 DPA; 22:5n3 to 10-nonadecenoate (19:1n9),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
hematocrit,docosapentaenoate n3 DPA; 22:5n3 to nonadecanoate (19:0),docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,nonadecanoate (19:0),Feces | Placenta
hematocrit,docosatrienoate (22:3n3) to 1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4)*,docosatrienoate (22:3n6)*,Blood | Feces | Placenta,1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4)*,Placenta | All Tissues | Brain
hematocrit,docosatrienoate (22:3n3) to 1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4)*,docosatrienoate (22:3n3),Blood | Feces | Placenta,1-(1-enyl-stearoyl)-2-arachidonoyl-gpe (p-18:0/20:4)*,Placenta | All Tissues | Brain
hematocrit,docosatrienoate (22:3n3) to stearidonate (18:4n3),docosatrienoate (22:3n6)*,Blood | Feces | Placenta,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,docosatrienoate (22:3n3) to stearidonate (18:4n3),docosatrienoate (22:3n3),Blood | Feces | Placenta,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,eicosapentaenoate (epa; 20:5n3) to 10-heptadecenoate (17:1n7),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,10-heptadecenoate (17:1n7),Blood | Feces | Placenta
hematocrit,eicosapentaenoate (epa; 20:5n3) to 10-nonadecenoate (19:1n9),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
hematocrit,eicosapentaenoate (epa; 20:5n3) to dihomo-linolenate (20:3n3 or n6),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis
hematocrit,eicosapentaenoate (epa; 20:5n3) to docosatrienoate (22:3n3),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,docosatrienoate (22:3n6)*,Blood | Feces | Placenta
hematocrit,eicosapentaenoate (epa; 20:5n3) to docosatrienoate (22:3n3),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,docosatrienoate (22:3n3),Blood | Feces | Placenta
hematocrit,eicosapentaenoate (epa; 20:5n3) to eicosenoate (20:1),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,eicosenoate (20:1),
hematocrit,eicosapentaenoate (epa; 20:5n3) to oleate/vaccenate (18:1),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,oleate/vaccenate (18:1),
hematocrit,eicosapentaenoate (epa; 20:5n3) to palmitoleate (16:1n7),eicosapentaenoate (epa; 20:5n3),Adipose Tissue | Blood | Feces | Fibroblasts | Kidney | Liver | Placenta | Platelet | Skeletal Muscle | Sweat | Urine | Epidermis | Erythrocyte | Leukocyte,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
hematocrit,galactonate to indolepropionate,galactonate,Blood | Feces | Urine | Erythrocyte,indolepropionate,Blood | Feces | Saliva | Urine
hematocrit,linoleate (18:2n6) to stearidonate (18:4n3),linoleate (18:2n6),,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,myristoleate (14:1n5) to stearidonate (18:4n3),myristoleate (14:1n5),Adipose Tissue | Blood | Feces | Placenta | Saliva,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,n-palmitoyl-sphingosine (d18:1/16:0) to 1-palmitoyl-2-stearoyl-gpc (16:0/18:0),n-palmitoyl-sphingosine (d18:1/16:0),Blood | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Brain,1-palmitoyl-2-stearoyl-gpc (16:0/18:0),Placenta | All Tissues
hematocrit,oleate/vaccenate (18:1) to stearidonate (18:4n3),oleate/vaccenate (18:1),,stearidonate (18:4n3),Blood | Feces | Placenta
hematocrit,oleoyl-linoleoyl-glycerol (18:1/18:2) [2] to 1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Blood | Feces | Placenta | All Tissues,1-oleoyl-2-arachidonoyl-gpe (18:1/20:4)*,All Tissues | Brain
hematocrit,oleoyl-linoleoyl-glycerol (18:1/18:2) [2] to 1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Blood | Feces | Placenta | All Tissues,1-stearoyl-2-arachidonoyl-gpe (18:0/20:4),Placenta | All Tissues | Brain
hematocrit,"sphingomyelin (d18:1/14:0, d16:1/16:0)* to sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",Blood | Feces | Placenta,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Blood | Placenta
hematocrit,stearidonate (18:4n3) to 10-heptadecenoate (17:1n7),stearidonate (18:4n3),Blood | Feces | Placenta,10-heptadecenoate (17:1n7),Blood | Feces | Placenta
hematocrit,stearidonate (18:4n3) to 10-nonadecenoate (19:1n9),stearidonate (18:4n3),Blood | Feces | Placenta,10-nonadecenoate (19:1n9),Blood | Feces | Placenta
hematocrit,stearidonate (18:4n3) to 5-dodecenoate (12:1n7),stearidonate (18:4n3),Blood | Feces | Placenta,5-dodecenoate (12:1n7),Feces
hematocrit,stearidonate (18:4n3) to eicosenoate (20:1),stearidonate (18:4n3),Blood | Feces | Placenta,eicosenoate (20:1),
hematocrit,stearidonate (18:4n3) to palmitate (16:0),stearidonate (18:4n3),Blood | Feces | Placenta,palmitate (16:0),Adipose Tissue | Bladder | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Sweat | Urine | Epidermis
hematocrit,stearidonate (18:4n3) to palmitoleate (16:1n7),stearidonate (18:4n3),Blood | Feces | Placenta,palmitoleate (16:1n7),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Placenta | Prostate | Saliva | Skeletal Muscle | Urine
hematocrit,stearidonate (18:4n3) to pentadecanoate (15:0),stearidonate (18:4n3),Blood | Feces | Placenta,pentadecanoate (15:0),Adipose Tissue | Blood | Feces | Saliva | Sweat | Urine
hypogonadism,"5alpha-pregnan-3beta,20alpha-diol disulfate to androstenediol (3beta,17beta) disulfate (2)","5alpha-pregnan-3beta,20alpha-diol disulfate",Feces | Placenta,"androstenediol (3beta,17beta) disulfate (1)",Blood | Feces | Placenta
hypogonadism,"5alpha-pregnan-3beta,20alpha-diol disulfate to androstenediol (3beta,17beta) disulfate (2)","5alpha-pregnan-3beta,20alpha-diol disulfate",Feces | Placenta,"androstenediol (3beta,17beta) disulfate (2)",Blood | Feces | Placenta
hypothyroidism,"1-oleoyl-gpi (18:1) to sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",1-oleoyl-gpi (18:1),Blood | Placenta | Urine,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Blood | Placenta
inflammatory bowel disease,ergothioneine to isovalerylcarnitine (c5),ergothioneine,Blood | Placenta | Urine,isovalerylcarnitine (c5),Blood | Placenta | Saliva | Urine
inflammatory bowel disease,lignoceroylcarnitine (c24)* to tryptophan betaine,lignoceroylcarnitine (c24)*,Blood,tryptophan betaine,Blood | Feces | Placenta | Urine
leukocyte quantity,ergothioneine to arachidoylcarnitine (c20)*,ergothioneine,Blood | Placenta | Urine,arachidoylcarnitine (c20)*,Blood | Urine
leukocyte quantity,ergothioneine to lignoceroylcarnitine (c24)*,ergothioneine,Blood | Placenta | Urine,lignoceroylcarnitine (c24)*,Blood
leukocyte quantity,ergothioneine to palmitoylcarnitine (c16),ergothioneine,Blood | Placenta | Urine,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
leukocyte quantity,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linolenoylcarnitine (c18:3)*,Blood | Feces | Placenta | Urine
leukocyte quantity,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linoleoylcarnitine (c18:2)*,Blood | Feces | Placenta | Urine
leukocyte quantity,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,histidine betaine (hercynine)*,,margaroylcarnitine (c17)*,Blood | Urine
lymphocyte count,3-hydroxyoleoylcarnitine to docosapentaenoate (n6 dpa; 22:5n6),3-hydroxyoleoylcarnitine,,docosapentaenoate (n6 dpa; 22:5n6),Adipose Tissue | Blood | Feces | Fibroblasts | Placenta | Platelet | Urine
lymphocyte count,adrenate (22:4n6) to 3-hydroxyoleoylcarnitine,adrenate (22:4n6),Blood | Feces | Neuron | Placenta | Urine,3-hydroxyoleoylcarnitine,
lymphocyte count,arachidonate (20:4n6) to 3-hydroxyoleoylcarnitine,arachidonate (20:4n6),Adipose Tissue | Blood | Cerebrospinal Fluid (CSF) | Feces | Fibroblasts | Kidney | Liver | Neuron | Pancreas | Placenta | Platelet | Prostate | Saliva | Skeletal Muscle | Spleen | Testis | Thyroid Gland | Urine | Epidermis | Intestine | Lung,3-hydroxyoleoylcarnitine,
lymphocyte count,dihomo-linoleate (20:2n6) to 3-hydroxyoleoylcarnitine,dihomo-linoleate (20:2n6),Blood | Feces | Placenta,3-hydroxyoleoylcarnitine,
lymphocyte count,dihomo-linolenate (20:3n3 or n6) to 3-hydroxyoleoylcarnitine,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,3-hydroxyoleoylcarnitine,
lymphocyte count,docosapentaenoate n3 DPA; 22:5n3 to 3-hydroxyoleoylcarnitine,docosapentaenoate (n3 dpa; 22:5n3),Blood | Feces | Placenta | Urine,3-hydroxyoleoylcarnitine,
lymphocyte count,ergothioneine to isovalerylcarnitine (c5),ergothioneine,Blood | Placenta | Urine,isovalerylcarnitine (c5),Blood | Placenta | Saliva | Urine
lymphocyte count,lignoceroylcarnitine (c24)* to tryptophan betaine,lignoceroylcarnitine (c24)*,Blood,tryptophan betaine,Blood | Feces | Placenta | Urine
macula attribute,trigonelline (n'-methylnicotinate) to citraconate/glutaconate,trigonelline (n'-methylnicotinate),Blood | Feces | Placenta | Urine,citraconate/glutaconate,
macula attribute,trigonelline (n'-methylnicotinate) to quinate,trigonelline (n'-methylnicotinate),Blood | Feces | Placenta | Urine,quinate,Blood | Feces | Placenta | Saliva | Spleen | Urine
mean reticulocyte volume,dihomo-linolenate (20:3n3 or n6) to myristoleoylcarnitine (c14:1)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,myristoleoylcarnitine (c14:1)*,Placenta
metabolic disease,11beta-hydroxyandrosterone glucuronide to cortolone glucuronide (1),11beta-hydroxyandrosterone glucuronide,Blood | Kidney | Liver | Urine,cortolone glucuronide (1),Blood | Kidney | Liver | Urine
metabolic syndrome,galactonate to indolepropionate,galactonate,Blood | Feces | Urine | Erythrocyte,indolepropionate,Blood | Feces | Saliva | Urine
monocyte count,ergothioneine to palmitoylcarnitine (c16),ergothioneine,Blood | Placenta | Urine,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
monocyte count,histidine betaine (hercynine)* to arachidoylcarnitine (c20)*,histidine betaine (hercynine)*,,arachidoylcarnitine (c20)*,Blood | Urine
monocyte count,histidine betaine (hercynine)* to lignoceroylcarnitine (c24)*,histidine betaine (hercynine)*,,lignoceroylcarnitine (c24)*,Blood
monocyte count,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linolenoylcarnitine (c18:3)*,Blood | Feces | Placenta | Urine
monocyte count,histidine betaine (hercynine)* to linolenoylcarnitine (c18:3)*,histidine betaine (hercynine)*,,linoleoylcarnitine (c18:2)*,Blood | Feces | Placenta | Urine
monocyte count,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,histidine betaine (hercynine)*,,margaroylcarnitine (c17)*,Blood | Urine
myeloid leukocyte count,ergothioneine to arachidoylcarnitine (c20)*,ergothioneine,Blood | Placenta | Urine,arachidoylcarnitine (c20)*,Blood | Urine
myeloid leukocyte count,ergothioneine to lignoceroylcarnitine (c24)*,ergothioneine,Blood | Placenta | Urine,lignoceroylcarnitine (c24)*,Blood
myeloid leukocyte count,ergothioneine to palmitoylcarnitine (c16),ergothioneine,Blood | Placenta | Urine,palmitoylcarnitine (c16),Blood | Feces | Placenta | Saliva | Urine
myeloid leukocyte count,histidine betaine (hercynine)* to margaroylcarnitine (c17)*,histidine betaine (hercynine)*,,margaroylcarnitine (c17)*,Blood | Urine
neutrophil count,dihomo-linolenate (20:3n3 or n6) to myristoleoylcarnitine (c14:1)*,dihomo-linolenate (20:3n3 or n6),Adipose Tissue | Blood | Feces | Placenta | Saliva | Epidermis,myristoleoylcarnitine (c14:1)*,Placenta
neutrophil count,ergothioneine to arachidoylcarnitine (c20)*,ergothioneine,Blood | Placenta | Urine,arachidoylcarnitine (c20)*,Blood | Urine
neutrophil count,ergothioneine to lignoceroylcarnitine (c24)*,ergothioneine,Blood | Placenta | Urine,lignoceroylcarnitine (c24)*,Blood
non-alcoholic fatty liver disease,gamma-glutamyltyrosine to cystathionine,gamma-glutamyltyrosine,Blood | Feces,cystathionine,Blood | Cerebrospinal Fluid (CSF) | Feces | Kidney | Liver | Prostate | Urine | Brain
peripheral neuropathy,tetradecanedioate (c14-dc) to hexadecanedioate (c16-dc),tetradecanedioate (c14-dc),Blood | Feces,hexadecanedioate (c16-dc),Feces
